Game,Event,Attacking_Team,Defending_Team,Time_Elapsed,Atk_Active_20s,Def_Active_20s,Activation_Gap_20s,Atk_C0_Slot_20s,Atk_C1_Battle_20s,Atk_C3_Possess_20s,Atk_C5_Crease_20s,Def_C0_Slot_20s,Def_C1_Battle_20s,Def_C3_Possess_20s,Def_C5_Crease_20s,Atk_Active_10s,Def_Active_10s,Activation_Gap_10s,Atk_C0_Slot_10s,Atk_C1_Battle_10s,Atk_C3_Possess_10s,Atk_C5_Crease_10s,Def_C0_Slot_10s,Def_C1_Battle_10s,Def_C3_Possess_10s,Def_C5_Crease_10s,Atk_Active_5s,Def_Active_5s,Activation_Gap_5s,Atk_C0_Slot_5s,Atk_C1_Battle_5s,Atk_C3_Possess_5s,Atk_C5_Crease_5s,Def_C0_Slot_5s,Def_C1_Battle_5s,Def_C3_Possess_5s,Def_C5_Crease_5s,Atk_Active_2s,Def_Active_2s,Activation_Gap_2s,Atk_C0_Slot_2s,Atk_C1_Battle_2s,Atk_C3_Possess_2s,Atk_C5_Crease_2s,Def_C0_Slot_2s,Def_C1_Battle_2s,Def_C3_Possess_2s,Def_C5_Crease_2s,Atk_Active_1s,Def_Active_1s,Activation_Gap_1s,Atk_C0_Slot_1s,Atk_C1_Battle_1s,Atk_C3_Possess_1s,Atk_C5_Crease_1s,Def_C0_Slot_1s,Def_C1_Battle_1s,Def_C3_Possess_1s,Def_C5_Crease_1s
TeamA@TeamD,Shot,Team A,Team D,510,2.05,2.36,-0.31,0.6753246753246753,0.948051948051948,0.2727272727272727,0.15584415584415584,0.987012987012987,1.103896103896104,0.14285714285714285,0.12987012987012986,2.84,3.11,-0.27,1.054054054054054,1.162162162162162,0.32432432432432434,0.2972972972972973,1.5675675675675675,1.2702702702702702,0.05405405405405406,0.21621621621621623,3.28,3.11,0.17,1.0,1.6111111111111112,0.2777777777777778,0.3888888888888889,1.4444444444444444,1.2777777777777777,0.05555555555555555,0.3333333333333333,4.14,3.29,0.86,1.8571428571428572,1.7142857142857142,0.42857142857142855,0.14285714285714285,1.4285714285714286,1.0,0.14285714285714285,0.7142857142857143,6.0,4.67,1.33,2.6666666666666665,2.6666666666666665,0.3333333333333333,0.3333333333333333,1.6666666666666667,1.0,0.3333333333333333,1.6666666666666667
TeamA@TeamD,Shot,Team A,Team D,522,2.6,2.74,-0.13,1.0294117647058822,1.0147058823529411,0.3235294117647059,0.23529411764705882,1.3970588235294117,0.9264705882352942,0.08823529411764706,0.3235294117647059,2.15,2.3,-0.15,0.7272727272727273,0.8484848484848485,0.3939393939393939,0.18181818181818182,1.1818181818181819,0.6666666666666666,0.12121212121212122,0.3333333333333333,2.94,2.56,0.38,1.0,1.4375,0.375,0.125,1.5625,0.8125,0.0,0.1875,5.0,4.6,0.4,2.6,1.6,0.4,0.4,3.8,0.8,0.0,0.0,6.0,5.67,0.33,3.6666666666666665,1.3333333333333333,0.3333333333333333,0.6666666666666666,5.0,0.6666666666666666,0.0,0.0
TeamA@TeamD,Shot,Team D,Team A,531,2.38,2.08,0.3,1.0151515151515151,0.8636363636363636,0.22727272727272727,0.2727272727272727,0.9393939393939394,0.6666666666666666,0.3181818181818182,0.15151515151515152,2.53,2.09,0.44,1.1176470588235294,0.9705882352941176,0.3235294117647059,0.11764705882352941,1.1764705882352942,0.5588235294117647,0.23529411764705882,0.11764705882352941,2.06,1.25,0.81,0.375,1.1875,0.4375,0.0625,0.375,0.5625,0.3125,0.0,2.5,1.83,0.67,0.8333333333333334,1.3333333333333333,0.16666666666666666,0.16666666666666666,0.5,1.0,0.3333333333333333,0.0,3.67,2.0,1.67,1.6666666666666667,1.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,0.3333333333333333,0.0
TeamA@TeamD,Shot,Team D,Team A,536,2.39,2.18,0.21,0.9393939393939394,1.0,0.24242424242424243,0.21212121212121213,0.9393939393939394,0.803030303030303,0.24242424242424243,0.19696969696969696,2.44,1.81,0.62,0.625,1.25,0.375,0.1875,0.71875,0.6875,0.1875,0.21875,2.94,2.41,0.53,0.9411764705882353,1.411764705882353,0.29411764705882354,0.29411764705882354,1.0588235294117647,0.8823529411764706,0.058823529411764705,0.4117647058823529,3.67,3.83,-0.17,1.3333333333333333,1.5,0.5,0.3333333333333333,2.0,1.3333333333333333,0.16666666666666666,0.3333333333333333,4.0,4.0,0.0,1.3333333333333333,1.6666666666666667,0.6666666666666666,0.3333333333333333,2.0,1.6666666666666667,0.3333333333333333,0.0
TeamA@TeamD,Shot,Team D,Team A,549,2.59,2.82,-0.23,0.875,1.1964285714285714,0.3392857142857143,0.17857142857142858,1.6607142857142858,0.7142857142857143,0.125,0.32142857142857145,2.48,3.87,-1.39,0.9565217391304348,0.9130434782608695,0.4782608695652174,0.13043478260869565,2.6956521739130435,0.6521739130434783,0.17391304347826086,0.34782608695652173,1.82,2.36,-0.55,0.6363636363636364,0.6363636363636364,0.45454545454545453,0.09090909090909091,1.7272727272727273,0.5454545454545454,0.09090909090909091,0.0,2.2,2.6,-0.4,1.0,0.8,0.2,0.2,2.0,0.4,0.2,0.0,2.33,2.67,-0.33,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,2.0,0.3333333333333333,0.3333333333333333,0.0
TeamA@TeamD,Shot,Team D,Team A,583,2.08,2.81,-0.73,0.423728813559322,1.305084745762712,0.2711864406779661,0.0847457627118644,0.864406779661017,1.576271186440678,0.2033898305084746,0.1694915254237288,1.74,2.22,-0.48,0.2962962962962963,1.2962962962962963,0.14814814814814814,0.0,0.5925925925925926,1.3703703703703705,0.25925925925925924,0.0,2.36,2.71,-0.36,0.35714285714285715,1.9285714285714286,0.07142857142857142,0.0,0.7857142857142857,1.4285714285714286,0.5,0.0,1.67,2.33,-0.67,0.16666666666666666,1.3333333333333333,0.16666666666666666,0.0,0.5,1.1666666666666667,0.6666666666666666,0.0,1.0,2.5,-1.5,0.0,1.0,0.0,0.0,0.25,1.75,0.5,0.0
TeamA@TeamD,Shot,Team A,Team D,630,2.04,1.74,0.3,0.863013698630137,0.9178082191780822,0.1917808219178082,0.0684931506849315,0.7397260273972602,0.6301369863013698,0.2465753424657534,0.1232876712328767,2.29,1.8,0.49,1.1142857142857143,0.9714285714285714,0.08571428571428572,0.11428571428571428,0.8857142857142857,0.45714285714285713,0.3142857142857143,0.14285714285714285,2.89,1.78,1.11,1.7222222222222223,1.0,0.05555555555555555,0.1111111111111111,1.0555555555555556,0.5,0.1111111111111111,0.1111111111111111,3.75,1.75,2.0,1.875,1.75,0.125,0.0,0.75,0.75,0.25,0.0,5.25,3.0,2.25,2.75,2.5,0.0,0.0,1.25,1.25,0.5,0.0
TeamA@TeamD,Shot,Team D,Team A,653,1.78,2.32,-0.54,0.5396825396825397,0.8095238095238095,0.1746031746031746,0.25396825396825395,0.9365079365079365,0.9365079365079365,0.2698412698412698,0.1746031746031746,1.43,1.93,-0.5,0.4666666666666667,0.8,0.13333333333333333,0.03333333333333333,0.4,1.0,0.4666666666666667,0.06666666666666667,1.53,1.58,-0.05,0.21052631578947367,1.1578947368421053,0.15789473684210525,0.0,0.0,1.105263157894737,0.42105263157894735,0.05263157894736842,2.25,2.0,0.25,0.5,1.375,0.375,0.0,0.0,1.5,0.375,0.125,3.0,3.25,-0.25,1.0,1.75,0.25,0.0,0.0,2.25,0.75,0.25
TeamA@TeamD,Shot,Team A,Team D,674,1.82,1.62,0.2,0.3181818181818182,0.9696969696969697,0.3484848484848485,0.18181818181818182,0.3939393939393939,0.9242424242424242,0.13636363636363635,0.16666666666666666,1.61,1.03,0.58,0.13157894736842105,0.9736842105263158,0.39473684210526316,0.10526315789473684,0.13157894736842105,0.8421052631578947,0.02631578947368421,0.02631578947368421,1.44,0.94,0.5,0.0,1.0,0.4375,0.0,0.0,0.9375,0.0,0.0,1.43,1.43,0.0,0.0,1.1428571428571428,0.2857142857142857,0.0,0.0,1.4285714285714286,0.0,0.0,1.25,1.5,-0.25,0.0,1.0,0.25,0.0,0.0,1.5,0.0,0.0
TeamA@TeamD,Shot,Team D,Team A,693,2.19,1.77,0.42,0.6935483870967742,1.0806451612903225,0.3548387096774194,0.06451612903225806,0.45161290322580644,1.1935483870967742,0.12903225806451613,0.0,2.37,2.29,0.09,0.8,1.2285714285714286,0.34285714285714286,0.0,0.5142857142857142,1.6,0.17142857142857143,0.0,2.71,1.94,0.76,0.6470588235294118,1.4705882352941178,0.5882352941176471,0.0,0.35294117647058826,1.4705882352941178,0.11764705882352941,0.0,2.57,2.57,0.0,0.5714285714285714,1.4285714285714286,0.5714285714285714,0.0,0.8571428571428571,1.4285714285714286,0.2857142857142857,0.0,2.75,3.25,-0.5,0.5,1.5,0.75,0.0,1.25,1.5,0.5,0.0
TeamA@TeamD,Shot,Team D,Team A,698,2.18,2.08,0.11,0.6923076923076923,1.1538461538461537,0.3230769230769231,0.015384615384615385,0.6461538461538462,1.2307692307692308,0.12307692307692308,0.07692307692307693,2.58,2.39,0.18,0.7878787878787878,1.393939393939394,0.36363636363636365,0.030303030303030304,0.8787878787878788,1.2727272727272727,0.09090909090909091,0.15151515151515152,2.65,2.88,-0.24,0.9411764705882353,1.411764705882353,0.23529411764705882,0.058823529411764705,1.4705882352941178,1.0588235294117647,0.058823529411764705,0.29411764705882354,2.62,3.5,-0.88,1.125,1.25,0.125,0.125,1.875,1.375,0.125,0.125,3.75,4.25,-0.5,1.75,1.75,0.0,0.25,2.5,1.5,0.25,0.0
TeamA@TeamD,Shot,Team A,Team D,727,1.32,1.38,-0.06,0.37037037037037035,0.6666666666666666,0.24691358024691357,0.037037037037037035,0.4567901234567901,0.7037037037037037,0.19753086419753085,0.024691358024691357,1.34,0.98,0.36,0.2553191489361702,0.723404255319149,0.2978723404255319,0.06382978723404255,0.2553191489361702,0.5957446808510638,0.0851063829787234,0.0425531914893617,1.68,1.73,-0.05,0.5,0.7272727272727273,0.36363636363636365,0.09090909090909091,0.5454545454545454,0.9090909090909091,0.18181818181818182,0.09090909090909091,1.89,2.89,-1.0,0.7777777777777778,0.7777777777777778,0.3333333333333333,0.0,0.8888888888888888,1.6666666666666667,0.2222222222222222,0.1111111111111111,1.83,3.5,-1.67,0.6666666666666666,0.6666666666666666,0.5,0.0,0.8333333333333334,2.1666666666666665,0.3333333333333333,0.16666666666666666
TeamA@TeamD,Shot,Team A,Team D,728,1.32,1.48,-0.15,0.3875,0.6375,0.25,0.05,0.475,0.7375,0.225,0.0375,1.38,1.15,0.23,0.2765957446808511,0.7021276595744681,0.3191489361702128,0.0851063829787234,0.3617021276595745,0.5957446808510638,0.1276595744680851,0.06382978723404255,1.76,2.24,-0.48,0.5238095238095238,0.7142857142857143,0.42857142857142855,0.09523809523809523,0.7619047619047619,1.0476190476190477,0.2857142857142857,0.14285714285714285,1.89,3.44,-1.56,0.5555555555555556,0.6666666666666666,0.5555555555555556,0.1111111111111111,1.1111111111111112,1.6666666666666667,0.4444444444444444,0.2222222222222222,2.25,4.0,-1.75,0.75,0.75,0.5,0.25,1.5,1.25,1.0,0.25
TeamA@TeamD,Shot,Team A,Team D,760,2.11,2.27,-0.15,0.676056338028169,0.8309859154929577,0.3380281690140845,0.2676056338028169,0.7464788732394366,0.9577464788732394,0.23943661971830985,0.323943661971831,2.08,1.56,0.53,0.3611111111111111,1.2222222222222223,0.4444444444444444,0.05555555555555555,0.1388888888888889,1.1944444444444444,0.16666666666666666,0.05555555555555555,2.56,2.0,0.56,0.2777777777777778,1.6111111111111112,0.6111111111111112,0.05555555555555555,0.16666666666666666,1.6666666666666667,0.1111111111111111,0.05555555555555555,1.75,2.38,-0.62,0.0,1.375,0.375,0.0,0.125,2.25,0.0,0.0,1.75,3.0,-1.25,0.0,1.5,0.25,0.0,0.25,2.75,0.0,0.0
TeamA@TeamD,Shot,Team A,Team D,774,1.96,1.81,0.14,0.6428571428571429,1.0,0.2,0.11428571428571428,0.8,0.8714285714285714,0.1,0.04285714285714286,1.84,1.95,-0.11,0.972972972972973,0.6756756756756757,0.02702702702702703,0.16216216216216217,1.2162162162162162,0.5675675675675675,0.10810810810810811,0.05405405405405406,1.84,1.79,0.05,0.9473684210526315,0.7894736842105263,0.05263157894736842,0.05263157894736842,1.105263157894737,0.5789473684210527,0.10526315789473684,0.0,1.25,1.5,-0.25,0.75,0.375,0.125,0.0,1.0,0.375,0.125,0.0,1.5,1.25,0.25,1.0,0.5,0.0,0.0,0.5,0.5,0.25,0.0
TeamA@TeamD,Shot,Team A,Team D,775,1.9,1.87,0.03,0.647887323943662,0.9577464788732394,0.19718309859154928,0.09859154929577464,0.8591549295774648,0.8591549295774648,0.11267605633802817,0.04225352112676056,1.89,2.05,-0.16,1.0263157894736843,0.6842105263157895,0.02631578947368421,0.15789473684210525,1.263157894736842,0.6052631578947368,0.13157894736842105,0.05263157894736842,1.52,1.67,-0.14,0.7619047619047619,0.6666666666666666,0.047619047619047616,0.047619047619047616,0.9523809523809523,0.6190476190476191,0.09523809523809523,0.0,1.44,1.67,-0.22,0.7777777777777778,0.6666666666666666,0.0,0.0,0.7777777777777778,0.6666666666666666,0.2222222222222222,0.0,1.83,2.17,-0.33,1.0,0.8333333333333334,0.0,0.0,1.1666666666666667,0.6666666666666666,0.3333333333333333,0.0
TeamA@TeamD,Shot,Team A,Team D,798,1.71,1.51,0.21,0.2698412698412698,0.8571428571428571,0.3968253968253968,0.19047619047619047,0.42857142857142855,0.746031746031746,0.047619047619047616,0.2857142857142857,2.32,2.29,0.04,0.5,0.7857142857142857,0.6071428571428571,0.42857142857142855,0.8928571428571429,0.8214285714285714,0.03571428571428571,0.5357142857142857,2.0,2.31,-0.31,0.46153846153846156,0.07692307692307693,0.6153846153846154,0.8461538461538461,0.7692307692307693,0.6923076923076923,0.0,0.8461538461538461,1.83,2.33,-0.5,0.8333333333333334,0.16666666666666666,0.3333333333333333,0.5,1.0,0.6666666666666666,0.0,0.6666666666666666,1.5,2.0,-0.5,0.75,0.0,0.5,0.25,1.0,0.5,0.0,0.5
TeamA@TeamD,Shot,Team A,Team D,810,2.16,2.35,-0.19,0.6491228070175439,1.0175438596491229,0.22807017543859648,0.2631578947368421,0.9473684210526315,0.8596491228070176,0.19298245614035087,0.3508771929824561,2.06,2.23,-0.16,0.6129032258064516,1.3225806451612903,0.06451612903225806,0.06451612903225806,0.8064516129032258,0.967741935483871,0.3548387096774194,0.0967741935483871,2.73,2.27,0.47,0.8666666666666667,1.6,0.13333333333333333,0.13333333333333333,1.0666666666666667,0.9333333333333333,0.2,0.06666666666666667,3.33,3.0,0.33,0.8333333333333334,2.3333333333333335,0.16666666666666666,0.0,1.5,1.1666666666666667,0.3333333333333333,0.0,4.0,3.33,0.67,1.3333333333333333,2.6666666666666665,0.0,0.0,2.0,1.3333333333333333,0.0,0.0
TeamA@TeamD,Shot,Team A,Team D,921,2.1,2.01,0.09,0.5588235294117647,0.9117647058823529,0.3382352941176471,0.29411764705882354,0.9558823529411765,0.7058823529411765,0.08823529411764706,0.2647058823529412,1.71,2.59,-0.88,0.6176470588235294,0.6470588235294118,0.2647058823529412,0.17647058823529413,1.3235294117647058,0.9705882352941176,0.08823529411764706,0.20588235294117646,1.53,2.26,-0.74,0.42105263157894735,0.7368421052631579,0.05263157894736842,0.3157894736842105,1.2105263157894737,0.7894736842105263,0.15789473684210525,0.10526315789473684,1.44,2.0,-0.56,0.6666666666666666,0.6666666666666666,0.1111111111111111,0.0,0.7777777777777778,0.8888888888888888,0.2222222222222222,0.1111111111111111,1.4,1.8,-0.4,0.6,0.6,0.2,0.0,0.8,1.0,0.0,0.0
