Date,Home_Team,Away_Team,Period,Clock,Home_Team_Skaters,Away_Team_Skaters,Home_Team_Goals,Away_Team_Goals,Team,Player_Id,Event,X_Coordinate,Y_Coordinate,Detail_1,Detail_2,Detail_3,Detail_4,Player_Id_2,X_Coordinate_2,Y_Coordinate_2
2025-10-11,Team D,Team A,1,16:58,5,5,0,0,Team A,71,Puck Recovery,85.0,37.5,,,0,0,,,
2025-10-11,Team D,Team A,1,16:57,5,5,0,0,Team D,75,Puck Recovery,96.0,6.5,,,0,0,,,
2025-10-11,Team D,Team A,1,16:55,5,5,0,0,Team D,75,Play,96.0,5.5,Indirect,,0,0,25,76.0,-33.5
2025-10-11,Team D,Team A,1,16:53,5,5,0,0,Team D,25,Play,76.0,-33.5,Direct,,0,0,51,35.0,-36.5
2025-10-11,Team D,Team A,1,16:50,5,5,0,0,Team D,51,Play,31.0,4.5,Indirect,,0,0,25,23.0,-38.5
2025-10-11,Team D,Team A,1,16:48,5,5,0,0,Team D,25,Play,23.0,-38.5,Indirect,,0,0,84,90.0,-9.5
2025-10-11,Team D,Team A,1,16:45,5,5,0,0,Team A,63,Faceoff Win,-69.0,-21.5,Backhand,,0,0,77,,
2025-10-11,Team D,Team A,1,16:40,5,5,0,0,Team A,72,Puck Recovery,-30.0,-34.5,,,0,0,,,
2025-10-11,Team D,Team A,1,16:40,5,5,0,0,Team A,72,Play,-30.0,-34.5,Indirect,,0,0,29,-97.0,-11.5
2025-10-11,Team D,Team A,1,16:36,5,5,0,0,Team D,77,Puck Recovery,-92.0,-20.5,,,0,0,,,
2025-10-11,Team D,Team A,1,16:35,5,5,0,0,Team D,77,Play,-88.0,-25.5,Indirect,,0,0,42,-57.0,-37.5
2025-10-11,Team D,Team A,1,16:34,5,5,0,0,Team D,42,Play,-57.0,-37.5,Direct,,0,0,8,-41.0,-16.5
2025-10-11,Team D,Team A,1,16:33,5,5,0,0,Team A,63,Puck Recovery,-39.0,-18.5,,,0,0,,,
2025-10-11,Team D,Team A,1,16:31,5,5,0,0,Team A,63,Play,-44.0,29.5,Direct,,0,0,92,-64.0,24.5
2025-10-11,Team D,Team A,1,16:30,5,5,0,0,Team D,52,Play,-70.0,22.5,Direct,,0,0,77,-51.0,38.5
2025-10-11,Team D,Team A,1,16:30,5,5,0,0,Team D,52,Puck Recovery,-70.0,22.5,,,0,0,,,
2025-10-11,Team D,Team A,1,16:28,5,5,0,0,Team D,77,Dump In/Out,-48.0,38.5,Lost,,0,0,,,
2025-10-11,Team D,Team A,1,16:27,5,5,0,0,Team A,72,Puck Recovery,-9.0,-14.5,,,0,0,,,
2025-10-11,Team D,Team A,1,16:25,5,5,0,0,Team A,72,Play,16.0,-26.5,Direct,,0,0,59,19.0,13.5
2025-10-11,Team D,Team A,1,16:23,5,5,0,0,Team A,59,Play,38.0,13.5,Direct,,0,0,92,8.0,-25.5
2025-10-11,Team D,Team A,1,16:19,5,5,0,0,Team A,92,Zone Entry,-26.0,32.5,Carried,,0,0,88,,
2025-10-11,Team D,Team A,1,16:18,5,5,0,0,Team A,92,Play,-62.0,32.5,Direct,,0,0,29,-69.0,0.5
2025-10-11,Team D,Team A,1,16:17,5,5,0,0,Team A,29,Shot,-69.0,0.5,Fan,Missed,1,1,,,
2025-10-11,Team D,Team A,1,16:15,5,5,0,0,Team A,63,Play,-82.0,-34.5,Indirect,,0,0,72,-28.0,-37.5
2025-10-11,Team D,Team A,1,16:15,5,5,0,0,Team A,63,Puck Recovery,-82.0,-34.5,,,0,0,,,
2025-10-11,Team D,Team A,1,16:12,5,5,0,0,Team A,72,Shot,-40.0,-21.5,Wristshot,Blocked,1,0,,,
2025-10-11,Team D,Team A,1,16:10,5,5,0,0,Team D,8,Puck Recovery,-77.0,32.5,,,0,0,,,
2025-10-11,Team D,Team A,1,16:09,5,5,0,0,Team D,8,Play,-76.0,37.5,Direct,,0,0,42,-37.0,23.5
2025-10-11,Team D,Team A,1,16:07,5,5,0,0,Team A,29,Takeaway,-33.0,20.5,,,0,0,,,
2025-10-11,Team D,Team A,1,16:05,5,5,0,0,Team A,29,Shot,-44.0,-13.5,Wristshot,On Net,1,0,,,
2025-10-11,Team D,Team A,1,16:03,5,5,0,0,Team D,28,Faceoff Win,-69.0,-21.5,Backhand,,0,0,39,,
2025-10-11,Team D,Team A,1,16:01,5,5,0,0,Team D,51,Puck Recovery,-78.0,-34.5,,,0,0,,,
2025-10-11,Team D,Team A,1,16:01,5,5,0,0,Team D,51,Play,-78.0,-34.5,Indirect,,0,0,84,-96.0,1.5
2025-10-11,Team D,Team A,1,16:00,5,5,0,0,Team D,84,Play,-92.0,12.5,Direct,,0,0,46,-60.0,35.5
2025-10-11,Team D,Team A,1,15:56,5,5,0,0,Team D,46,Zone Entry,25.0,38.5,Carried,,0,0,48,,
2025-10-11,Team D,Team A,1,15:54,5,5,0,0,Team D,46,Incomplete Play,84.0,32.5,Direct,,0,0,28,80.0,0.5
2025-10-11,Team D,Team A,1,15:52,5,5,0,0,Team A,9,Puck Recovery,63.0,-37.5,,,0,0,,,
2025-10-11,Team D,Team A,1,15:48,5,5,0,0,Team A,9,Play,62.0,-31.5,Indirect,,0,0,20,-25.0,-38.5
2025-10-11,Team D,Team A,1,15:47,5,5,0,0,Team A,20,Zone Entry,-25.0,-38.5,Carried,,0,0,84,,
2025-10-11,Team D,Team A,1,15:44,5,5,0,0,Team A,20,Incomplete Play,-77.0,-20.5,Direct,,0,0,39,-80.0,5.5
2025-10-11,Team D,Team A,1,15:42,5,5,0,0,Team D,46,Puck Recovery,-66.0,-33.5,,,0,0,,,
2025-10-11,Team D,Team A,1,15:39,5,5,0,0,Team D,46,Play,-96.0,-15.5,Indirect,,0,0,28,-96.0,-15.5
2025-10-11,Team D,Team A,1,15:37,5,5,0,0,Team D,51,Puck Recovery,-91.0,-30.5,,,0,0,,,
2025-10-11,Team D,Team A,1,15:36,5,5,0,0,Team D,51,Play,-88.0,-33.5,Direct,,0,0,36,-59.0,-34.5
2025-10-11,Team D,Team A,1,15:34,5,5,0,0,Team D,36,Dump In/Out,-52.0,-35.5,Lost,,0,0,,,
2025-10-11,Team D,Team A,1,15:30,5,5,0,0,Team A,5,Puck Recovery,58.0,31.5,,,0,0,,,
2025-10-11,Team D,Team A,1,15:28,5,5,0,0,Team A,5,Play,64.0,12.5,Direct,,0,0,9,-3.0,-37.5
2025-10-11,Team D,Team A,1,15:25,5,5,0,0,Team A,9,Play,0.0,-34.5,Indirect,,0,0,39,-25.0,-37.5
2025-10-11,Team D,Team A,1,15:24,5,5,0,0,Team A,39,Zone Entry,-25.0,-37.5,Carried,,0,0,79,,
2025-10-11,Team D,Team A,1,15:22,5,5,0,0,Team D,44,Puck Recovery,-83.0,-27.5,,,0,0,,,
2025-10-11,Team D,Team A,1,15:21,5,5,0,0,Team D,44,Play,-85.0,-32.5,Indirect,,0,0,63,-57.0,-36.5
2025-10-11,Team D,Team A,1,15:20,5,5,0,0,Team D,63,Play,-57.0,-36.5,Direct,,0,0,37,-35.0,-24.5
2025-10-11,Team D,Team A,1,15:19,5,5,0,0,Team D,37,Play,-31.0,-39.5,Indirect,,0,0,63,-31.0,-39.5
2025-10-11,Team D,Team A,1,15:17,5,5,0,0,Team D,63,Play,9.0,-25.5,Direct,,0,0,37,24.0,-36.5
2025-10-11,Team D,Team A,1,15:16,5,5,0,0,Team D,37,Zone Entry,24.0,-36.5,Carried,,0,0,3,,
2025-10-11,Team D,Team A,1,15:15,5,5,0,0,Team D,37,Play,45.0,-36.5,Direct,,0,0,63,51.0,-18.5
2025-10-11,Team D,Team A,1,15:15,5,5,0,0,Team D,63,Shot,51.0,-18.5,Deflection,On Net,0,0,,,
2025-10-11,Team D,Team A,1,15:11,5,5,0,0,Team D,63,Puck Recovery,56.0,37.5,,,0,0,,,
2025-10-11,Team D,Team A,1,15:08,5,5,0,0,Team D,63,Play,52.0,39.5,Indirect,,0,0,12,68.0,40.5
2025-10-11,Team D,Team A,1,15:03,5,5,0,0,Team D,12,Incomplete Play,53.0,38.5,Indirect,,0,0,37,93.0,19.5
2025-10-11,Team D,Team A,1,15:01,5,5,0,0,Team A,45,Takeaway,93.0,25.5,,,0,0,,,
2025-10-11,Team D,Team A,1,15:01,5,5,0,0,Team A,45,Play,93.0,25.5,Indirect,,0,0,61,53.0,41.5
2025-10-11,Team D,Team A,1,14:59,5,5,0,0,Team A,61,Play,47.0,38.5,Indirect,,0,0,20,31.0,38.5
2025-10-11,Team D,Team A,1,14:58,5,5,0,0,Team A,20,Incomplete Play,31.0,38.5,Direct,,0,0,39,32.0,2.5
2025-10-11,Team D,Team A,1,14:55,5,5,0,0,Team D,44,Puck Recovery,-2.0,-32.5,,,0,0,,,
2025-10-11,Team D,Team A,1,14:52,5,5,0,0,Team D,44,Play,-60.0,-16.5,Direct,,0,0,63,-35.0,-37.5
2025-10-11,Team D,Team A,1,14:50,5,5,0,0,Team D,63,Play,-21.0,-7.5,Direct,,0,0,12,24.0,37.5
2025-10-11,Team D,Team A,1,14:49,5,5,0,0,Team D,12,Zone Entry,24.0,37.5,Carried,,0,0,45,,
2025-10-11,Team D,Team A,1,14:47,5,5,0,0,Team D,12,Incomplete Play,59.0,24.5,Direct,,0,0,37,47.0,-14.5
2025-10-11,Team D,Team A,1,14:45,5,5,0,0,Team A,45,Play,91.0,24.5,Indirect,,0,0,88,57.0,39.5
2025-10-11,Team D,Team A,1,14:45,5,5,0,0,Team A,45,Puck Recovery,91.0,24.5,,,0,0,,,
2025-10-11,Team D,Team A,1,14:39,5,5,0,0,Team A,88,Play,6.0,38.5,Direct,,0,0,3,7.0,-2.5
2025-10-11,Team D,Team A,1,14:36,5,5,0,0,Team A,3,Zone Entry,-26.0,-37.5,Dumped,,0,0,52,,
2025-10-11,Team D,Team A,1,14:36,5,5,0,0,Team A,3,Dump In/Out,-8.0,-34.5,Retained,,0,0,,,
2025-10-11,Team D,Team A,1,14:33,5,5,0,0,Team A,46,Play,-76.0,40.5,Indirect,,0,0,88,-87.0,35.5
2025-10-11,Team D,Team A,1,14:33,5,5,0,0,Team A,46,Puck Recovery,-76.0,40.5,,,0,0,,,
2025-10-11,Team D,Team A,1,14:31,5,5,0,0,Team A,88,Play,-74.0,40.5,Indirect,,0,0,46,-74.0,40.5
2025-10-11,Team D,Team A,1,14:29,5,5,0,0,Team A,46,Play,-74.0,40.5,Indirect,,0,0,59,-28.0,38.5
2025-10-11,Team D,Team A,1,14:21,5,5,0,0,Team A,59,Puck Recovery,92.0,25.5,,,0,0,,,
2025-10-11,Team D,Team A,1,14:20,5,5,0,0,Team A,59,Incomplete Play,94.0,9.5,Indirect,,0,0,72,95.0,-13.5
2025-10-11,Team D,Team A,1,14:20,5,5,0,0,Team D,50,Takeaway,97.0,3.5,,,0,0,,,
2025-10-11,Team D,Team A,1,14:18,4,5,0,0,Team A,14,Faceoff Win,-69.0,-21.5,Backhand,,0,0,25,,
2025-10-11,Team D,Team A,1,14:18,5,5,0,0,Team D,75,Penalty Taken,97.0,11.5,Holding,,0,0,59,,
2025-10-11,Team D,Team A,1,14:17,4,5,0,0,Team A,9,Play,-49.0,-16.5,Direct,,0,0,59,-35.0,-33.5
2025-10-11,Team D,Team A,1,14:17,4,5,0,0,Team A,9,Puck Recovery,-49.0,-16.5,,,0,0,,,
2025-10-11,Team D,Team A,1,14:15,4,5,0,0,Team A,59,Play,-32.0,-3.5,Direct,,0,0,88,-38.0,-29.5
2025-10-11,Team D,Team A,1,14:14,4,5,0,0,Team A,88,Play,-38.0,-26.5,Direct,,0,0,59,-32.0,-0.5
2025-10-11,Team D,Team A,1,14:13,4,5,0,0,Team A,59,Shot,-32.0,-0.5,Slapshot,Missed,0,1,,,
2025-10-11,Team D,Team A,1,14:11,4,5,0,0,Team A,14,Puck Recovery,-97.0,13.5,,,0,0,,,
2025-10-11,Team D,Team A,1,14:09,4,5,0,0,Team D,25,Puck Recovery,-70.0,8.5,,,0,0,,,
2025-10-11,Team D,Team A,1,14:09,4,5,0,0,Team D,25,Dump In/Out,-70.0,8.5,Lost,,0,0,,,
2025-10-11,Team D,Team A,1,14:02,4,5,0,0,Team A,59,Puck Recovery,93.0,26.5,,,0,0,,,
2025-10-11,Team D,Team A,1,13:53,4,5,0,0,Team A,59,Zone Entry,-25.0,-0.5,Carried,,0,0,52,,
2025-10-11,Team D,Team A,1,13:53,4,5,0,0,Team A,59,Play,-36.0,-1.5,Direct,,0,0,88,-38.0,-34.5
2025-10-11,Team D,Team A,1,13:52,4,5,0,0,Team A,88,Play,-49.0,-35.5,Indirect,,0,0,14,-77.0,38.5
2025-10-11,Team D,Team A,1,13:48,4,5,0,0,Team D,46,Puck Recovery,-61.0,38.5,,,0,0,,,
2025-10-11,Team D,Team A,1,13:48,4,5,0,0,Team D,46,Dump In/Out,-61.0,38.5,Lost,,0,0,,,
2025-10-11,Team D,Team A,1,13:41,4,5,0,0,Team A,59,Puck Recovery,94.0,22.5,,,0,0,,,
2025-10-11,Team D,Team A,1,13:37,4,5,0,0,Team A,59,Play,39.0,3.5,Direct,,0,0,63,49.0,3.5
2025-10-11,Team D,Team A,1,13:34,4,5,0,0,Team A,63,Play,-2.0,-28.5,Direct,,0,0,88,-26.0,-35.5
2025-10-11,Team D,Team A,1,13:33,4,5,0,0,Team A,88,Zone Entry,-26.0,-35.5,Carried,,0,0,52,,
2025-10-11,Team D,Team A,1,13:32,4,5,0,0,Team A,88,Incomplete Play,-31.0,-35.5,Direct,,0,0,14,-48.0,-0.5
2025-10-11,Team D,Team A,1,13:29,4,5,0,0,Team D,88,Puck Recovery,-92.0,24.5,,,0,0,,,
2025-10-11,Team D,Team A,1,13:29,4,5,0,0,Team D,88,Dump In/Out,-92.0,24.5,Lost,,0,0,,,
2025-10-11,Team D,Team A,1,13:28,4,5,0,0,Team A,5,Puck Recovery,-32.0,27.5,,,0,0,,,
2025-10-11,Team D,Team A,1,13:27,4,5,0,0,Team A,5,Play,-35.0,26.5,Direct,,0,0,9,-38.0,40.5
2025-10-11,Team D,Team A,1,13:26,4,5,0,0,Team A,9,Incomplete Play,-38.0,40.5,Direct,,0,0,88,-33.0,-26.5
2025-10-11,Team D,Team A,1,13:23,4,5,0,0,Team A,39,Faceoff Win,-69.0,22.5,Backhand,,0,0,12,,
2025-10-11,Team D,Team A,1,13:21,4,5,0,0,Team A,92,Play,-63.0,16.5,Direct,,0,0,5,-31.0,27.5
